Student_id,Assessment 1,Assessment 2,Assessment 3,Assessment 4
6D79E4F9780E95C81C9470419760C112,100.0,100.0,100.0,100.0
039F42E837705AD8E3B4EAB022F78A79,20.0,30.0,0.0,84.0
20D62DDB08B7E6794F141D3959615711,40.0,30.0,10.0,96.0
A8948A90ECDDFD2AB9045C4979FA29E0,20.0,20.0,No Assessment,80.0
0D9EDBA125B0DEC9F74495BE80203755,100.0,No Assessment,30.0,92.0
B7BC71303CA0A1292E34D6C76BAF4D73,60.0,50.0,10.0,92.0
5E72ED857B223158F3A4125254E555FE,No Assessment,No Assessment,No Assessment,No Assessment
25C55EF9C19453C80D7456FBD73498A0,40.0,60.0,40.0,88.0
ED30612BD4EC402BD7348F36B30F4942,100.0,100.0,100.0,96.0
31784ECADC48A50996140F3D510D5CF5,100.0,90.0,100.0,92.0
8D502920FFF6CBAB56A4DF74737609E4,40.0,20.0,10.0,80.0
5B1C55EB9E1CCAF81234CF1C7A797EAF,100.0,90.0,70.0,80.0
8E8034A548E32B9A8744A02F7951FF8A,80.0,70.0,10.0,88.0
8E7D2A2CF5567AEA5374DBC255A68814,100.0,100.0,20.0,96.0
B06B7D5E15B15B985364EF7EA7259F5B,80.0,90.0,80.0,96.0
D40A010A0237654BA914CE6F0D65193C,80.0,50.0,80.0,92.0
8785AAEA519CABA8C844822DCD6ACA30,100.0,40.0,90.0,96.0
A060D79B239FEDC9D0243438AB062496,100.0,50.0,50.0,100.0
B60DF01BB1FB7D8870343155EF2F3A19,100.0,90.0,80.0,68.0
D97D0DFCA19EE3287CA4CC1B00E50994,100.0,90.0,100.0,92.0
82153D9E73364F786654D9B2353298AC,40.0,70.0,100.0,84.0
D2D1A6204D1EA089F8F4476D510A2A28,80.0,60.0,10.0,84.0
C0027C4B6A452998BE547BC6AC3277DB,0.0,100.0,100.0,100.0
05948787A254BDA8634444F304EC987E,100.0,100.0,90.0,92.0
F3E8E707C850D3480B54616F37284711,80.0,100.0,100.0,100.0
1DA66857B4AEAEEA03F43B6329CD9FC6,100.0,90.0,100.0,96.0
66755A54ABD5E13BBAC45C80FCB47D0D,No Assessment,80.0,60.0,96.0
5923BA84C8F19C8813A43EDE78A8440E,20.0,40.0,60.0,100.0
A5C6368670204A682964A09347E497F4,20.0,100.0,60.0,100.0
75DF9F9D85532719C914DE1DFAE1D64E,100.0,No Assessment,No Assessment,100.0
C05F2E6BCB32F9686D248E4A46B8368A,0.0,40.0,30.0,No Assessment
6604EBCC51B0950B7D64D673F1760397,100.0,100.0,100.0,96.0
28B02396F2FF477B94C4A237E6D97AA3,100.0,60.0,30.0,84.0
3C48F1FB41D7D678AF0487A0D2912549,40.0,30.0,40.0,No Assessment
EB96F7D568F255F8F6543452F6E0B08C,100.0,90.0,100.0,96.0
F7B510C0ECFC3D5843B404B5B9F6A086,60.0,50.0,30.0,92.0
D9E94847AA935F6BEEA46FE130EF3CE1,60.0,10.0,10.0,No Assessment
0C9745B416B1432A498473AA840BFD65,40.0,40.0,60.0,No Assessment
50662901A96C1138765485A180B3417E,No Assessment,No Assessment,No Assessment,No Assessment
4ED51DA51546706832B43CB9DBC81C73,40.0,No Assessment,No Assessment,92.0
6C521B75904E9B7ABC0488E75427C73B,20.0,No Assessment,No Assessment,92.0
17EB877311F574BA8D64303688F56AF1,100.0,100.0,80.0,84.0
1730448362A946BB34F453E3154D7A5E,20.0,40.0,0.0,No Assessment
7C98EEE80BAE078A3CD4EA833009EF95,No Assessment,No Assessment,No Assessment,No Assessment
A23E38B988A1E19A1C74F686B1B3A136,60.0,50.0,70.0,No Assessment
2359637EC920128924446B68D8416E93,No Assessment,No Assessment,No Assessment,No Assessment
F81D8DC39772F39B0CC49CF26EEE0BC9,100.0,No Assessment,No Assessment,100.0
77F7D812D94ECB3AC6646C61C00EA64B,80.0,80.0,80.0,48.0
17B2B6BBC335C0F92A34F20BA1746F3E,100.0,90.0,100.0,80.0
52E8EF33A5F13CA8C0A4D44FB9E3AC37,80.0,100.0,100.0,88.0
706CC62B41730CEA99F456342A476B13,100.0,80.0,100.0,100.0
111BDB6AEF4DBEBB1FB492AB7D84866A,20.0,0.0,50.0,100.0
1E01590BDFF1BB38B6149D3DB7F73989,20.0,40.0,30.0,100.0
22A613113CC58E5A87D4F5E0C1E39B0C,100.0,100.0,No Assessment,100.0
76D28403F564E5B83C54372B2F78CDB7,60.0,50.0,100.0,92.0
74C743577091D16827A4C02F0786FCCB,40.0,100.0,40.0,100.0
928CBAFBDF5E6A782E444DAE5BA67453,100.0,20.0,100.0,100.0
D1C6B6E3688DF8995B84CA5806C1547C,60.0,80.0,60.0,64.0
7F5C25EFD50CBB0B3C34DE86698BC56C,40.0,10.0,30.0,No Assessment
98D3246AF65D5499577491A4B487FE13,40.0,100.0,80.0,100.0
F4D986DB3DB5077B3AE43F850A3C177E,100.0,100.0,100.0,100.0
D78CB918704686A88F04447D600C5DC2,20.0,40.0,10.0,100.0
47821EA8BD9071D8AA743BAE2C3559D1,100.0,100.0,100.0,88.0
ABFB26303BFC5A4B53D4CC019FA34BE1,100.0,60.0,90.0,96.0
8371838A8B3239EAB0D495B4918F1182,60.0,80.0,50.0,100.0
4CC463031E350F7BD744604A20A8B7A4,40.0,90.0,70.0,84.0
CA9D43AB73D28579FE447F17503025C3,40.0,30.0,30.0,100.0
AAF2DFF4D5F7C0BB63845D525F748E5A,20.0,0.0,20.0,100.0
D175C1AA27C0ACEAFCF46218AA424051,40.0,No Assessment,30.0,80.0
5C9C12B0BE41EE6802B4BC5649C5CE12,60.0,30.0,0.0,80.0
E1C9E9E8A4189BE83CD4CE69E0F934D0,100.0,100.0,80.0,92.0
195602D6B29F5FB8CDB486D7253A01BA,80.0,100.0,60.0,88.0
5AE827F8A0DD4608FBC4EE2CBDD59083,20.0,50.0,20.0,80.0
7F36AA700C1CDC0B5244A3C21B1490DB,100.0,100.0,100.0,100.0
A33013772196868BDCD4CB3F47D7C5B1,100.0,100.0,100.0,84.0
2252C8AEA19A093B4824E66515F92F54,100.0,20.0,10.0,100.0
30357FAC01A4EBCB03B4F12224B5E80C,100.0,100.0,90.0,100.0
BFD480C1E1365FDA59B4E3B003E1FBF8,60.0,100.0,100.0,88.0
1C7A358ED56363BB97F42CEEF21A3923,80.0,80.0,80.0,84.0
3AB314036F676849BC84E7C05BB7D45A,No Assessment,No Assessment,No Assessment,No Assessment
DF586D0E7697AB093CB4F5308DD2C281,60.0,No Assessment,No Assessment,100.0
6E2174BC05AFB77BDFD486E251E788F6,No Assessment,No Assessment,No Assessment,No Assessment
84E428F527C18FB800C420A5CE10B33D,No Assessment,No Assessment,No Assessment,No Assessment
8F30C4D45287E9D87C74D6DF5D49A074,80.0,20.0,50.0,No Assessment
F1AD952270D32548DE445F4438D88C91,20.0,20.0,30.0,96.0
0C15075BDA41BD381CB4F5DB0FCCAEF6,No Assessment,No Assessment,No Assessment,No Assessment
55AFA9F5E3EF2E0B3D64207D3ECB7482,40.0,70.0,50.0,92.0
49070D5C0662C1E97A344C4249FF9067,100.0,100.0,100.0,100.0
28417485291DCDBAC844AE92E9E6D5E2,80.0,100.0,100.0,100.0
F8566C6477D755AA25442544EF73325C,60.0,No Assessment,No Assessment,No Assessment
A8C5EB0C1C6DB6C95A0411BB4AA46F16,100.0,100.0,80.0,100.0
9665D88BA194971BBDC48DB7A0F333C0,100.0,No Assessment,No Assessment,100.0
C0ED520CEF0276689A545121E0D9A816,100.0,30.0,20.0,100.0
52A0A4BB29F7B11AA1946BCB26543C21,100.0,90.0,100.0,92.0
46F8A6A197A5A5FB21D42124367A9EE8,20.0,20.0,40.0,No Assessment
0F6DD383BA0DAFE8CF74AAD9A483EAAE,80.0,90.0,100.0,96.0
A6091E6D87DD1DB82A047BA925E05032,100.0,90.0,90.0,100.0
1C75C817B46B169954B48652AF896DEB,No Assessment,No Assessment,No Assessment,No Assessment
437BEB71CCBB9299C264EAD715EC2D3E,100.0,100.0,100.0,80.0
DEA56D1A133E22980694C12061D5A453,No Assessment,No Assessment,No Assessment,No Assessment
131FBDE88007B8B8FEC45CE304F7C9B0,100.0,100.0,40.0,92.0
2D579563D501A869075498986678A032,100.0,100.0,100.0,84.0
38E375376B4C183B95A47E657B392485,20.0,100.0,100.0,84.0
1F9881B876ABAB980714892FC1B5C0FF,100.0,100.0,100.0,88.0
1A7988C0838C8059C604383B85C377FC,100.0,100.0,100.0,88.0
763019B889490EC97404ADFF1F3D5F81,100.0,100.0,100.0,88.0
D755A6AB0ADE0E98CA5453B6944769A2,60.0,100.0,100.0,96.0
B585DDDAD30D08ABCFB4B864082BDEB4,20.0,100.0,90.0,80.0
D0BFEEE44C96CCEA43147FF92C43EEE6,80.0,80.0,80.0,72.0
D9938C60921EF4F987F49506C6AAF7E7,80.0,100.0,90.0,92.0
CA805DDFE47C2CBB16747697DFA4C4D7,No Assessment,No Assessment,No Assessment,100.0
194A2E26D98C376A29342B0882CAD9A3,60.0,30.0,90.0,76.0
FDDB32DDD4D6A60BFB946CAFE055D709,40.0,90.0,80.0,92.0
56768ED5F6DD5288BD342FE5FF70CB8D,40.0,90.0,100.0,96.0
1C748A74685976B8405477953A84274D,100.0,50.0,20.0,84.0
95D571386F22FDB960543995D1119C66,100.0,90.0,90.0,96.0
D460A34DCC78FB380B64B14C8FB535C3,100.0,90.0,80.0,96.0
578AA8F505638E2990C48E8C5337092E,100.0,90.0,90.0,88.0
AF1028F5C4278359E85460A70EE812C3,100.0,No Assessment,90.0,100.0
F713EBC2C71FE01A410448243B1A4DEA,100.0,100.0,100.0,88.0
DB1417F22B98E4FB78E493AC27474B1D,100.0,100.0,100.0,92.0
317C5A9A74D5CD6BC29448F6FBB43379,100.0,100.0,30.0,92.0
8687F78FC8043D491044D968CAB342B4,100.0,30.0,30.0,88.0
47015962A1ED857A38E4F5BFA9C8F022,100.0,100.0,40.0,84.0
5E980C30767C1A793F9462F73F2A76F5,60.0,90.0,40.0,92.0
8A762ED52B817E3A1504E080A2CA6321,80.0,100.0,100.0,84.0
B37FE19EFE793B19C874741345F3C32A,40.0,80.0,100.0,92.0
3B6E2FEA464BAABB1D84240AD152E44E,100.0,50.0,90.0,100.0
43118E23F8C2955B80B459D80C2C683A,100.0,90.0,100.0,92.0
498B9563CD9D7E3811F4273AE62BAA86,100.0,60.0,90.0,88.0
4736822CF763139B0BA44B1872B65F45,100.0,70.0,80.0,88.0
F23A61F008EB28C99B44F0CE0FA548C4,100.0,100.0,100.0,92.0
43D34E200DE0102AE984B9ADF6B30D60,100.0,70.0,20.0,88.0
B1B79A90F75D5F4810D4955691DCFFD9,100.0,80.0,80.0,76.0
D8BA82D318D32969E264BB6205B301FB,100.0,100.0,100.0,88.0
A7026C7F266972384B9491899EF7C3CD,100.0,100.0,100.0,92.0
97C83536A8EAA9B9CAA4E17DB40A7FA3,40.0,90.0,100.0,88.0
401C1C24024944C9FE34613F4C764974,80.0,100.0,100.0,84.0
9659DF4D2C80663AC70416B9D4CD6AD8,100.0,100.0,100.0,92.0
F8780384FDDDB93B47141506A9A2ADE7,100.0,100.0,100.0,96.0
61206E289240AE4A3D545845E89B9082,40.0,80.0,80.0,96.0
3902B3432D7307092C247B718A218866,100.0,100.0,100.0,92.0
43A83B305E48D7B90F549518F1059C4E,60.0,90.0,50.0,96.0
3326ABC5460A3A0A71045B5E6C355543,40.0,90.0,100.0,92.0
2F6CD04717B03448F8A450B0FF45BBD8,80.0,100.0,100.0,96.0
7C17624F55B9485B5174705B4918A15D,40.0,80.0,20.0,84.0
FA9EE7081CA75D399864E1DF38124E00,100.0,100.0,80.0,96.0
E56E4C28BC789CDA80D41005C532D124,100.0,100.0,80.0,96.0
279C7F8ED69CFBEAAF64C333BE54433D,100.0,100.0,100.0,88.0
65EE61D8FAFF71A9ECE4E63C9BCAEED4,60.0,90.0,90.0,96.0
99426E8B375B6BF91CA40E5286CCAE6A,100.0,90.0,80.0,96.0
B5BF5B6F4C88C538671425D15E83590E,100.0,100.0,100.0,100.0
9FFA1D9A25934818817477956449B125,80.0,90.0,90.0,92.0
2216C7E41CC5604A62D40C461B343A75,100.0,100.0,100.0,100.0
2F82119F6251362883142E782AA44CD9,100.0,100.0,100.0,96.0
8A3F973E5CC727297934678A01EACFFF,100.0,90.0,100.0,88.0
9F78C2B063746A8A23844B9B0879C987,100.0,100.0,100.0,92.0
F8A0EA1888B0DA4B39D412D1030DF590,100.0,100.0,90.0,92.0
0C9F4773DB12FDD8FF64A0F161DCEA30,100.0,100.0,80.0,100.0
372BAE80BBAAE07B1DC431C0FF8A2407,100.0,20.0,100.0,88.0
71905A3F3DE26C3824149A7CBC5ACFD4,0.0,100.0,100.0,92.0
EACDF66148AC19FBA25434051D3CA851,80.0,100.0,100.0,96.0
161B2B302F47421BCA847E875CFD2C66,100.0,100.0,100.0,96.0
B81CA2970E4911FB2FA439C77CC0E5A6,20.0,100.0,50.0,96.0
EAD5FD2115FF3B59E76459287557F569,100.0,50.0,No Assessment,96.0
4DA6CDEAF729FC0BA194BAC4E7500B4A,100.0,100.0,90.0,76.0
6658A7879D3E67687184B19841658EF7,100.0,100.0,100.0,96.0
A5C549FB1615D009C5941FD5E47EADDB,100.0,100.0,100.0,96.0
8219CE1647B17EC9ABB43361983EF340,80.0,80.0,90.0,88.0
31932579253CE1D9137465643CDF408C,100.0,100.0,30.0,92.0
AC02864CACD7C54B8C243D416A7883B3,60.0,100.0,100.0,96.0
C325DA1F2EE5AC8A0A54E3E0B6C235A2,100.0,90.0,100.0,92.0
59C1E6D0B6496BF97BA43AB96BF58122,40.0,90.0,90.0,88.0
9A8E81A09D46A1FB4F348AD48956C58C,100.0,100.0,100.0,100.0
F763F6FD6E1A8E59B3440158D7BC779A,40.0,100.0,80.0,92.0
1E5CCBCA33ABD88BDF741DDD8F505BF8,100.0,100.0,70.0,92.0
CA6E24C4076480781F644CBAD279A71A,100.0,90.0,100.0,No Assessment
B88E4903A898F3B9C7443FAE55420197,60.0,100.0,100.0,92.0
551890DE580DC50864F450F3BB2C6CE3,80.0,100.0,80.0,100.0
549309D96AF2C519E8A4D1F822F2DBA8,40.0,40.0,100.0,88.0
0C6B0763966F03B89514E85CFD38C8E5,100.0,80.0,80.0,88.0
739B814C4CCB85C92434CC3F3770167C,80.0,100.0,100.0,96.0
618B2D9D1195616AB6D41FF27306B712,100.0,100.0,80.0,92.0
C9CD4B3188A26DE964242C2AE23CA4AF,60.0,70.0,100.0,96.0
39A390A38231FC4A219460060751FEA8,40.0,100.0,20.0,88.0
4918F35B4387CC792B942A3DCB9B5D09,40.0,100.0,100.0,92.0
D6C4C1E4FCABD2EADB64F7E7FDE888BB,40.0,100.0,100.0,92.0
9403C0601970625AD134D647F76C7C84,100.0,100.0,100.0,80.0
C218B33083C350A9A9D404D9CD1AA8CB,100.0,50.0,60.0,88.0
4F79FECDFA2838295154A480C11E6F74,60.0,90.0,90.0,100.0
4764225095F54CE84564D921A071575A,100.0,90.0,90.0,80.0
003C7FB9C0EC1F6B81F410E9D200A47E,100.0,100.0,60.0,44.0
17413E195766AD79C5744EC0BAB0F148,100.0,100.0,100.0,84.0
C1D4F5EA2268B70AF8745C513FF341DF,20.0,40.0,No Assessment,88.0
7C3F34EA267953E8CB14F51B267B95EE,60.0,50.0,100.0,84.0
E53D37CFFB8FD4F8010498526D1930C9,100.0,100.0,50.0,84.0
7B2999CCD46F6B3BDBA4E93DC3543C53,100.0,100.0,100.0,88.0
88852418C5692FAAABB42B37CE971780,100.0,90.0,100.0,84.0
252FAAA09144A37B1AE40260C7FAAEFE,100.0,100.0,80.0,92.0
5F59583803C94E98B6F4B577D775805C,100.0,100.0,100.0,84.0
6F3D3F79ED4BB2681B14E26C25B00B4F,100.0,30.0,90.0,76.0
3B27B3AE7CD6864A0114280449B2A68A,60.0,0.0,100.0,92.0
C6FA558028AB28C94B34D654A9504B73,20.0,90.0,90.0,88.0
407FD46DEC28A71A1B947586EC096BC8,40.0,20.0,100.0,84.0
2DA4A2C907315E89B184CF8155301476,100.0,100.0,100.0,100.0
603640DFA3B59B6B33245CC1DF4468FA,100.0,90.0,60.0,92.0
28D5FBEDD1E9383BB03429D00FBF69A3,100.0,100.0,70.0,84.0
CD52C685DD2497D92E147E8E600896D5,100.0,100.0,90.0,88.0
7932D780C7A522B84A545C58752DDBDF,80.0,100.0,90.0,92.0
F4CDDC619274321A5434E2019C91297A,60.0,90.0,100.0,88.0
1BF2179EBC82362B070410E5166ABAB1,100.0,100.0,100.0,92.0
3B704A45890C6B2BF834F757B5588B69,100.0,40.0,80.0,92.0
E2F1A4B3C185D1E9FBE4282ADCD20DC9,100.0,100.0,100.0,80.0
08C130F3993C3E39CD84F33A7B89A9A3,100.0,100.0,80.0,96.0
D75D892518093DFB8C64EFD4C285B9CA,100.0,100.0,100.0,92.0
C3995781BD115CD891742EAE3E76B391,100.0,100.0,100.0,96.0
12C1E2A83B597CF907E40B08475A861A,100.0,100.0,90.0,100.0
C44C67364F47AAFAD15424FEA2C5AFD0,100.0,100.0,100.0,92.0
CE356B2409D12D8B66A4E00672D0C9BD,100.0,80.0,80.0,88.0
B8F908C65ACCB6BB9214E65999824486,60.0,100.0,40.0,84.0
0E6A0CCAD726C648FE642E2D1D5D9060,100.0,100.0,100.0,100.0
D4C6866020E8AACA20E451B9D093F409,100.0,90.0,100.0,100.0
6E6BC9528211438A4C642A61062BBDB8,100.0,70.0,100.0,96.0
45B054462BD9977A6C54177710BC2EB1,100.0,100.0,100.0,96.0
DD2EB26233E9B74861C4539D073D9837,100.0,100.0,100.0,92.0
CFB9DE209CC3A01AD944F53BE131EE5D,60.0,100.0,20.0,96.0
DD4A8A2E8BC8935B798467F09387F646,100.0,40.0,40.0,88.0
C874ACA9F1D8F31BFBE482AFD3350124,60.0,20.0,40.0,96.0
CEC478005622426B95D4B93DF55A8E77,20.0,80.0,90.0,92.0
956C91BA893D2DB91DA48679BA589E40,100.0,100.0,100.0,96.0
2E8A13C5451A6BE9874472B3D7C99E35,100.0,100.0,100.0,96.0
87A697A1E4D75B097044E4AC496E2201,100.0,90.0,90.0,92.0
FBD7C8234322575AC194334C84C349AF,40.0,100.0,100.0,92.0
EDD06B3C16466A09F5B458FBEF811D29,100.0,100.0,80.0,92.0
0CD4A68F8489EEEBDCE46F9FEA43D736,100.0,60.0,100.0,80.0
44FF5DCE1E43233AF1648B53C5E9C402,80.0,70.0,100.0,84.0
8B0A288FAB1047FA7684281B929AB5C7,100.0,100.0,100.0,92.0
B3CBCE1C849A6CB976A4432114789B55,100.0,100.0,100.0,92.0
249D93F48AC971C9E1148C8AC3DDC17A,60.0,100.0,100.0,96.0
CD33C90B71677018DF84830A4E7C266C,100.0,90.0,100.0,92.0
BC33AFD7EC395EB8B384CC8D8BD352F2,60.0,10.0,20.0,84.0
8E07152A00990F98A3149CD454D222DD,100.0,100.0,90.0,92.0
69D3A6A77A4F8459D07489811FDFB3B3,80.0,100.0,30.0,92.0
5107B20E312987994F04679F8BFF1139,40.0,100.0,80.0,96.0
C3818F464404E3AACEC456CE8089331F,80.0,60.0,40.0,88.0
D58528034436331B6224871A8C58F273,80.0,100.0,100.0,92.0
B56903D93D79C1B8D4C41D72DC671946,100.0,100.0,60.0,88.0
34C390D8F569064939743CB75A518F11,60.0,100.0,90.0,88.0
05CDE26E1CA5E84BFEA489E60096856F,80.0,100.0,70.0,92.0
4A4592E99FCAC65A85A4B59B9DE5F428,100.0,100.0,100.0,96.0
16B76FF9552272086074793F375D2A44,40.0,70.0,40.0,88.0
A1FD9142472655D99454CE022E79AFCF,40.0,50.0,10.0,84.0
B54E69AE85CA4BAA2F6487725B24501E,40.0,100.0,100.0,88.0
37AC3A4ECD383BEA88543C14E22B9CFE,100.0,90.0,100.0,100.0
3EF0F86B4D9B19390F84ECAE9FBB3617,40.0,100.0,100.0,92.0
F355C2141EC77C59F124A3F33B7526B1,40.0,40.0,30.0,88.0
E42BC077A61B9F4BB75487D173574A33,60.0,70.0,90.0,96.0
E354EAC818DC0058BBC408EADCA7B1F3,0.0,80.0,60.0,96.0
E1F73C18E47E828AEEE46ADC8342B32C,100.0,100.0,100.0,96.0
51983A0F63ECE78A29C43309EFAA627E,60.0,50.0,100.0,92.0
DC6FE7DBED60DD0B90C4F95CD52B3658,100.0,100.0,100.0,84.0
16A75D4FE99E145884A420D55D4343EF,60.0,90.0,50.0,92.0
CB62078A7BF8E65BD844FEAB33FE07CB,40.0,50.0,90.0,96.0
40A7910E7F13437AB2B404B7370F6456,100.0,80.0,100.0,88.0
628BDFBE333B280923D4E66419B83BB9,40.0,40.0,10.0,84.0
61B35836A6A7467899849C4B5DE86483,20.0,100.0,10.0,80.0
A98CC7EAFA9FAEB83DD4BF02F2C96F52,100.0,90.0,60.0,92.0
4E3305B86E0366F8D664555391C554BA,100.0,100.0,90.0,96.0
51FDD6133534D8AA5584B6AF39D46FE1,60.0,90.0,100.0,92.0
94B0B02C6AE318D87144F2F5A0939303,100.0,90.0,100.0,88.0
F4E855EF689D6B2B37B4890EE6A5AB61,60.0,90.0,100.0,92.0
A1D797A9C32298DA3724BE01674842DB,100.0,100.0,100.0,96.0
6D1A06C7CC2660BB43B44661B806B334,100.0,90.0,20.0,100.0
CDAC6D3169AA50E98584C8095290D959,100.0,100.0,100.0,96.0
3AD8754339BA5489AC04E1AF6903E4B4,100.0,100.0,80.0,76.0
AE20D55AC18ACC9A70747D56E0BB3572,100.0,100.0,100.0,96.0
AEFFD0CCC27C5DDA98645BDD62333905,100.0,100.0,60.0,100.0
1A4B00C5EA630469E39440B2C8889137,40.0,80.0,100.0,100.0
DE12A650C8EAD119B8E432CAD92F9650,100.0,90.0,50.0,84.0
BC4EFB3646AA6ACBAF14DA5ADEE678A2,100.0,100.0,100.0,100.0
84743EEC3FFC5EFBDDB46BB619247CFF,100.0,No Assessment,80.0,84.0
019404C2404974AA55A41015AD4BE328,100.0,60.0,80.0,92.0
907222E6472CF74B76D4CE2643239A7E,100.0,100.0,100.0,92.0
13B0017B0955B898FE0441D7C760A98B,100.0,100.0,100.0,88.0
B8AFABAFD67E5D4900B4250794D280DD,60.0,70.0,10.0,92.0
66062CF0F1EF760BE2A4009224786A9E,100.0,100.0,90.0,88.0
457563F750AD197A86A49B4C5B2CD489,100.0,80.0,60.0,72.0
AC0708E66B09DE5B9F64C980151E70C1,100.0,100.0,100.0,92.0
BBDA0147D75049888E74A0DC2835D0E5,100.0,70.0,80.0,88.0
5E1918860F44F77AC7F4468AD4263470,100.0,90.0,100.0,88.0
DEB49E06920CB4DBE9E4566C26AE9AE2,60.0,60.0,30.0,84.0
F3FF86FC0B9C0678CEB4612766FA29F3,100.0,100.0,80.0,96.0
6B6F86FB4EDFE5299134D9C9CDB8F68E,100.0,30.0,80.0,96.0
EB2588BB6DDCFB39AAB4110C898FD750,100.0,100.0,100.0,84.0
5AD8926FC100FE8BE0F4A88E8333CA96,60.0,90.0,80.0,88.0
4790957AEC85F07878F48FCC85EB04D0,100.0,100.0,100.0,84.0
971138EEC41830AA3D64099ABCE87AEA,100.0,100.0,100.0,96.0
E2ACC52DBFC6A5D928B49851A899AC8C,40.0,40.0,30.0,88.0
A0DF29747E47802B2404E53F22A798DF,100.0,80.0,90.0,84.0
CF2A0B1194E43D2A7494B37709F641E2,80.0,40.0,70.0,76.0
E2138E3DDC2EF9C8B134443AB773BF51,100.0,100.0,100.0,84.0
A8C6402502231D8B5074A719DCB80603,100.0,70.0,30.0,92.0
3D496C68CA05C5E98054EEEEE08060AF,60.0,100.0,100.0,80.0
FC5B07214A8F13282DF4A68C86EB4120,100.0,40.0,20.0,84.0
E27B67318D50A2D9E2244815BBFD82B4,100.0,100.0,20.0,76.0
4A2E1C2B7B28D569052461E824A2213A,60.0,100.0,100.0,96.0
8CCD1389EFA70ED81BF4671D9D83503C,100.0,90.0,100.0,88.0
F9AAA0CC9641BC5895F4BE379B0BBEA6,100.0,100.0,80.0,88.0
068C2051509FA55B6EF48AC4FD880E65,100.0,20.0,10.0,84.0
57FBE3C6FE79DAAAED4441FFD26E7DB5,100.0,90.0,90.0,96.0
8363AB53F796509B5B1463B597562E13,100.0,60.0,50.0,96.0
6A3C14ADFA886AD93154D6ED0D1F7548,80.0,100.0,80.0,96.0
71747084F77CD01BC634145174417DD4,100.0,60.0,70.0,88.0
EA62B04740EB6F4983E45FE1D52A4E5B,100.0,100.0,40.0,92.0
23392D1E397347A9F8E459A4D8418626,80.0,100.0,100.0,88.0
52F17BA0B91D9C4B0C54737591F64B38,100.0,80.0,20.0,76.0
C087D10FC300554BAAE439187E65A4E2,60.0,60.0,100.0,92.0
5B6C1B14F3378C1B1414A06B5079830D,60.0,60.0,0.0,96.0
BF2390C31C7EB37827B4484636F8A78A,100.0,100.0,100.0,92.0
DAAE143139FF97A96DE43343EF45F453,100.0,100.0,60.0,84.0
1AB2893780093D995B14A039DAE07184,100.0,100.0,100.0,96.0
AB42D25EA8A80A4A1E24680CB719B8E5,80.0,90.0,100.0,96.0
8A5521312F222A781564F156E08835CB,60.0,70.0,30.0,96.0
E59027641755EBAB3134DBC7296B9200,100.0,100.0,80.0,84.0
8FDB4B37669E9BA9EEF4E258380B900D,100.0,100.0,100.0,92.0
61DFA61EE9C8C5382514873ECFC9FDE0,100.0,50.0,No Assessment,92.0
7ACAB2EC6A86ADA93EF468EB8E4DDA1E,40.0,20.0,30.0,92.0
6B02C625797687BA6F641E5735ED3CFB,100.0,100.0,100.0,96.0
1CEA3A987F55AB6B25249F984E163754,80.0,100.0,100.0,88.0
409C09FB855A3EB8C4842EF4F8CEA4C7,20.0,20.0,30.0,96.0
8EB47691DD8E710A50D465F456BC62D9,100.0,70.0,100.0,88.0
135B776DDC58EBD84B34A218A8FFF6F6,60.0,80.0,70.0,92.0
06DCF163EA9CE138B7A4931A37566CAC,100.0,100.0,70.0,84.0
ABF5B210A033112891F4677529AF4924,20.0,90.0,No Assessment,76.0
6C273C1055FEAF99AA741D80F2F4793E,60.0,100.0,100.0,96.0
2CCAF5DEFC926C897CD429132B4D5B45,100.0,70.0,90.0,88.0
527836951C4DA2095D34A21B8214D2B9,100.0,90.0,No Assessment,92.0
E3E4AB06AF272BEB69A4457037C6957D,100.0,100.0,70.0,84.0
F326D64644A4686A7644C29D1B203545,40.0,100.0,100.0,80.0
8B1C60BD24404149C584B0B7702843D4,0.0,100.0,40.0,84.0
CAE6E61FC7A1ECC8CD44EBF6B323A73F,40.0,30.0,30.0,80.0
2CEF508487E5CF4AAF94175F22F33B05,20.0,100.0,100.0,80.0
93BD36E7CD5A44EB211400DD08C3988D,60.0,80.0,100.0,96.0
0F8C8B6092083BEAA544F3A009DCA70D,60.0,90.0,60.0,92.0
6F86E4FFA169319BDE74005CCF6E027A,100.0,90.0,80.0,84.0
A8175CE575B3A47B03C41EB6F9DB0526,100.0,90.0,100.0,96.0
49C9F1678D134B9A6DA4CE2C5EC449E4,80.0,100.0,80.0,96.0
A1ED28F4ADD2CC1926642E22C9D5A02C,60.0,90.0,100.0,96.0
125CB1E991EEF139C2C4E32DE023CAA3,100.0,90.0,100.0,88.0
6AC988DD297038CBB6B46B815C950EC3,60.0,100.0,100.0,96.0
1E19C0CA953DE7FB9FB44B2AA09D7091,100.0,100.0,70.0,84.0
8915D432BB1C3A48D344141B55B0DB1D,100.0,No Assessment,40.0,92.0
6BD0F570299FE9DBEA8450294BDEF338,100.0,90.0,100.0,100.0
BEE3BC62B2FFF7F9B8B4DC3028E44B61,100.0,100.0,90.0,96.0
1F3556D5EF356C785E74ECD9ADBD52D9,100.0,100.0,100.0,84.0
32BCCADB9405EEFBC1148A85748BC1F3,100.0,90.0,100.0,88.0
